Text,Sentiment
Bu Japonlar Ne Yapıyor Dedirtecek 12 Garip Fotoğraf,1
Photoshop Yapalım Instagram’ı Yakalım Derken Kendilerini Rezil Ettiler,1
Hem Sevişirken Hem Cenazede Söylenen Cümlelere Komik Cevaplar,1
Duygu Özaslan’ın Bacaklı Migren Fotoğrafına Komik Tepkiler Geldi,1
Tamirciye Para Vermemek İçin Otomobilin Anasını Ağlatmış 15 Çakma Usta,1
Aynı Uçağa Binmediğiniz İçin Şükredeceğiniz 25 Yolcu,1
Finalleri Mizahına Konu Etmiş 10 Öğrenci,1
İlk Buluşmada Asla Yapmamamız Gereken 10 Şey,1
Evlilik Buysa Ömür Boyu Bekar Kalayım Dedirten 14 Komik Düğün Fotoğrafı,1
Sol Bek Transferi İsteyen Fenerbahçelilerden 12 Komik Tweet,1
Metro Durakları ve Günlük Dilimiz İngilizceye Çevrilse Nasıl Olurdu? İşte Komik Çeviriler,1
Sadece Türk Futbolunda Gerçekleşebilecek 18 Komik Olay,1
Az Bilinen Efsane Duyarlar Hesabından 13 Komik Duyar,1
Aynur Aydın’ın Twitter Adresinden Atarlı 10 Cümle,1
CaptionThis Hesabından Paylaşılan 13 Komik Alıntı,1
Ustalarının Hemen Kovulması Gereken 11 Rahatsız Yapı,1
İşte 2020’nin İlk Haftasının En Komik Tweetleri,1
Eski Sevgilinin Yeni Sevgilisine Yazılan 9 Komik Mesaj,1
Kötü Sanat Müzesi’nde Sergilenen ve Adının Hakkını Veren 9 Eser,1
İsimleri Sebebiyle Türkiye’de Barınması Pek de Muhtemel Olmayan 24 Marka,1
Kesin Yaşanmıştır Bu Diyeceğiniz 16 Komik Tweet,1
Görünce Doğrusunu Unutup TDK’ya Haber Vereceğiniz 11 Komik Yanlış,1
Zara İndirimiyle Absürt Manken ve Kıyafetlere Gelen 16 Komik Yorum,1
‘Cem Yılmaz 1999 Yılında Penis Küçültme Ameliyatı Olmuş’,1
Yeni Yıl İçin Dilek Çemberine Yazılmış 12 Komik Şey,1
Bakana O Neydi Gız Dedirten 11 Garip Fotoğraf,1
Telefon Aldırmak İçin Her Gün Komik Notlar Bırakan Kardeş,1
Girdiğinizde Ufak Bir Şok Yaşayacağınız 11 WC,1
Annelerin Evdeki Eşyaları Acımasız Bir Şekilde Kullandığının 15 Kanıtı,1
MasterChef’te Alican’ın Kazanması Gerektiğini Belirten 12 Komik Tweet,1
Sizi İngilizce Öğrendiğiniz Güne Lanet Ettirecek 20 Soğuk Espri,1
Bazıları Komik Bazıları Düşündürücü İşte Haftanın En İyi 16 Tweeti,1
Baktıktan Sonra Kuşkularınızı Harekete Geçirecek 12 Korkunç Günlük Nesne,1
"İtalyan Çocuk Ünlüleri Trolleyerek Tam 1,5 Milyon Takipçi Kazandı Ama Gerçekten Komik!",1
Erkek ve Kadın Arasındaki 14 Komik Fark,1
Kediler Hakkında Atılmış 11 Komik Tweet,1
Manitadan Geldiği Düşünüldüğünde İnsanı Şok Eden 11 Mesaj,1
Göründüğünde Belediye mi Dağıtıyor Bunları Dedirten 11 Eşya,1
Fenerbahçe Beşiktaş Derbi Geyikleri,1
Sözlük Yazarlarından Sevgilisinden Yeni Ayrılanlara Tavsiyeler,1
Gülmeyi Özleyenler İçin Twitter’dan Haftanın En Komik 13 Tweeti,1
Hemen Kuaförünü Değiştirmesi Gereken 13 Kişi,1
Her Zaman Her Duruma Pratik Çözüm Üreteceği Kesin Olan 11 İnsan,1
Ünlülere İkizleri Gibi Benzeyen 20 Bebek,1
Düğün Fotoğrafçılarının Çılgın Olduğunu Gösteren 15 Fotoğraf,1
Muhtemelen Son Pozunu Vermiş Olan 15 Kişi,1
Lumberseksüellik Akımını Trolleyen Amcamızın Gözlerinizi Kanatacak 17 Fotoğrafı,1
Halloween Kostümü Seçimini Bir Başka Seviyeye Taşıyan 20 Yaratıcı İnsan,1
Aldıkları Hediyelerle Torunlarını Trolleyen 15 Süper Babaanne,1
Süper Kahraman İnişi Yapan Sincap Photoshop Trollerinin Eline Düşerse,1
Keşke Evde Kalsaymışsınız Dedirten 21 Düğün Fotoğrafı,1
Bir Şeyleri Yanlış Yaptığı Kesin Olan 13 İnsan,1
İnternette Sizden Alınan Bilgilerin Boyutunu Anlatan Komik Hikaye: Google Pizza,1
Verdikleri İlana Bakınca Samimiyetinden Asla Şüphe Etmeyeceğiniz 15 Esnaf,1
Online Alışverişten Çektiğini Hiçbir Şeyden Çekmemiş İnsanların Yaptığı Acı Dolu 27 Paylaşım,1
"13 Komik Karikatürle Sarhoş İnsan Ne Görür, Aslında Nedir?",1
Pin Up Kızlarına Rakip Olacak Kalitede Poz Veren 15 Kedi,1
Yılın En İyi Babası Seçilse Listeleri Zorlayacak Harikalıkta 11 Baba,1
Kendini Abuk Sabuk Anların Ortasında Bulmuş 15 Ponpon Kız,1
Rusya’da Görürseniz Yemek Yerine Fotoğrafını Çekeceğiniz 10 Yiyecek,1
İnternetten Kıyafet Aldığına Pişman Olmuş 12 Kadın,1
YKS 2019’a Girenlerin Sonuçları Görünce Verdiği 10 Komik Tepki,1
Karşınıza Çıktığında Ne Gerek Vardı Diyeceğiniz 13 Komik Sütyen,1
Türkiye’den Harika Bir Şaka: Gelinlik Giyip Kankasını Trolledi,1
Düğün Fotoğrafı Çekerken Çile Çeken 22 Fotoğrafçının Komik Halleri,1
Yengesinin Telefonuyla Neye Uğradığını Şaşıran Ezgi’nin Komik Hikayesi,1
Hoşlandığı Kızla Arkadaş Kalacağı Kesinleşmiş 12 Erkek,1
Parkta Çocukluğunu Hatırlamak İsterken Büyüdüğünü Anlayan 10 Şanssız,1
Snapchat’in Yeni Filtresinin Çoluk Çocuğa Dönüştürdüğü Marvel Karakterleri,1
The Sims Oyununun Psikolojik Bozukluklara Yol Açabileceğinin 13 Kanıtı,1
Bu Zeka İle Kesin 2090’dan Gelmiştir Diyeceğiniz 10 Kişi,1
Tinder’dan Bir Adamla Buluşacaktı Ki Duruma Uyandı… Adamın Evi: IKEA,1
İstanbul Halkına Esprili Bir Şekilde 23 Haziran’da Gelmeyin Diyen Belediyeler,1
Tüy Dökücüyü Şampuan Sanıp Kullanan Kızın Okul Müdürüne Dönen Kafası,1
Aynı Uçakta Olmadığınıza Sevineceğiniz 12 Yolcu Fotoğrafı,1
Sonu Beklenmedik Şekilde Biten Acayip Zekice 15 Karikatür,1
Verdiği İlana Bakınca Bu Kesin Bir Haltlar Karıştırmış Dedirten 10 Pişman,1
Niyeti Sadece Yemek Olanları Dumura Uğratmış 14 Yiyecek,1
Oyuncaklarına İkizi Kadar Benzeyen 18 Bebeğin Yüzünüzü Güldürecek Fotoğrafları,1
Saklambaç Konusunda Sınıfta Kalmış 17 Çocuk,1
Sınav Sorularına Verdikleri Cevapla Bizi Gülme Krizine Sokan 20 Öğrenci,1
Fotoğrafları Karikatüre Çeviren Yetenekli Sanatçıdan 18 Şaheser,1
Gözlerinizi Kanatacak Kadar Kötü Ayakkabı Modelleri,1
Her Dövmeciye Güvenmemeniz Gerektiğinin Kanıtı Gözlerinizi Kanatacak 15 Komik Dövme,1
Altyazı Çevirisinde Bir Dünya Markası Olduğumuzun 25 Komik Kanıtı,1
İyi ki Yalnızım Dedirtecek Kötülükte Sevgililer İçin Tasarlanmış 12 Ürün,1
Giydiğinizde Sevgilisiz Kalma Garantili 10 Şey,1
Dövmeyi Yaptırana Işın Kılıcıyla Dalma Hissi Uyandıran 10 Komik Star Wars Dövmesi,1
Bence Nanay Olan İsminin Türkçe Anlamını Türkiye’ye Girer Girmez Öğrendi,1
İçinde Fesatlık Olanların Kesinlikle Görmemesi Gereken 14 Fotoğraf,1
Girdikleri Şekillerle Sizi Güldürecek Dünyanın En Şapşik 15 Hayvanı,1
Sadece Rusya’da Görebileceğiniz 20 İlginç Fotoğraf,1
İlanlara Bakınca Filozof Olma Potansiyeli Yüksek Diyeceğiniz 20 Esnaf,1
Instagram ve Twitter’dan Bu Haftanın En Komik Paylaşımları,1
Kız Arkadaşta Kalmaya Pijamasız Gidenlerin Paylaşımları Sosyal Medyanın Yeni Bombası,1
Aileyle Yaşanabilecek En Komik Olaya Tanık Olan 19 Kişi,1
Reklam Yapayım Derken Göz Çıkaran 10 İlan,1
Çocuk Sahibi Olmayı Düşünmeden Önce Görmeniz Gereken 15 Fotoğraf,1
Acımasız Gerçekleri Anlatan Karikatür Gibi 11 Çizim,1
Hafta Sonunuzu Şenlendirecek 15 Komik Tweet,1
Rus Kadınların Size Hayatı Sorgulatacak Profil Fotoğrafları,1
Kirli Bir Zihne Sahip Olduğunuzu Gösteren 9 Fotoğraf,1
Doğruluğu Tecrübeyle Kanıtlanmış 20 Küfürlü Duvar Yazısı,1
Yılbaşı Süsü Yaparken Ayarı Şaşanlar,1
Khal Drogo ile Fotoğraf Çektirenlerin Başına Gelenler 😂,1
Ayna Satmak İçin Fotoğraf Çekmekte Zorlanan 10 Kişi,1
Oğlunun Yanında Emily Ratajkowski’ye Bakarken Yakalandı,1
Baktıkça “Aman Aman Nereye Geldik?” Dedirtecek 10 Görsel,1
Nasıl Gidiyor? Sorusuna Cevap Niteliğinde 19 Fotoğraf,1
Masum Fotoğrafların Orta Yerinde Beliren 25 Davetsiz Misafir,1
Ailesinin Biriktirdiği 1060 Doları Kağıt Öğütücüde Parça Pinçik Eden Çocuk,1
Öncesi ve Sonrası Arasında Dağlar Kadar Fark Olan 11 Fotoğraf,1
‘Ben Yine İyiymişim Ya’ Dedirtecek Dünyanın En Şanssız İnsanları,1
Rus Ordusunda Verilen Birbirinden İlginç Cezalar,1
Dünyadaki İki Farklı Kız Tipini Gösteren 10 Mükemmel Fotoğraf,1
Servis Konusunda İlginçlik Yapacağız Diye İştahımızı Kapayan 17 Restoran,1
Boyama Kitaplarını Korkunç Eğlenceli Duruma Sokan 13 Saykopat,1
Mikili Film İzlerken Yaşadıklarımızı Özetleyen 8 An,1
Gece Kulüplerinden 20 Tuhaf Ötesi Fotoğraf,1
Mantıklı Bir Açıklama Bekleyen 13 Absürd Fotoğraf,1
İçlerindeki Gizemi Fark Ettiğinizde Sizi Dehşete Düşürecek Fotoğraflar,1
Çiftleşirken Korkan Kaplumbağaya Yapılan 10 Komik Photoshop,1
Beyni Kandıran Bir Fenomen: Pareidolia,1
Açıkça İnsanlarla Dalga Geçen 12 Uyarı İşareti,1
Öğretmenler Kedi Olsaydı Nasıl Görünürlerdi?,1
“Yok Artık Bunu da Söylememiştir” Diyeceğiniz 15 Ünlünün Ağzınızı Açık Bırakacak Gafları,1
AŞK! Kız Arkadaşının Evde Unuttuğu Çorapla Hatıra Fotoğrafları Çeken Eleman,1
Telefonun Telefon Olduğu Zamanlardan 15 Komik Mesaj,1
Artık Sinirlenmenizi Önleyecek Bir Stres Topunuz Var: Niceballs,1
Ünlülere İkizi Kadar Benzeyen 20 Hayvan,1
Photoshop Ustasından Sizi Hayata Küstürecek 23 Çalışma,1
Gamsızlığın Üst Düzeyde Olduğu Lise Hayatından Kimsenin Unutmayacağı Mükemmel Anılar,1
Çocuklardan Nefret Eden İnsanlar Tarafından Tasarlanmış 13 Oyuncak,1
Haziran Ayının İlk Haftasının En İyi Tweetleri,1
Hayranlarını Trolleyen Dünyaca Ünlü Sanatçılar,1
Twitter’ın Unutulmazları Arasına Giren 15 Komik Tweet,1
Oğlunun Çizdiği Resimleri Gerçeğe Uyarlayan Babadan 10 Komedi Resitali,1
Ucuz Taklitlerle Pratik Zekasına Hayran Bırakan Komik Adam Geri Geldi,1
Eğlenceli Görseller ile Evli ve Bekar Olmak Arasındaki 9 Fark,1
Yalnızca Asya’da Görebileceğiniz Birbirinden İlginç Fotoğraflar,1
Eşine Çikolata Alıp Kardeşine Almayınca Komik Bir ‘Gelin – Görümce’ Kapışmasına Sebep Oldu,1
Belediye Otobüsünde Geçen En Komik Hikayelerden Biri Olabilir,1
Gerçek Olduğuna İnanmakta Zorlanacağınız 18 Kıyafet Tasarımı,1
Twitter’daki Çakma Picasso’nun Trollediği 12 Ünlü,1
Sıfır Çaba Gerektiren Pozlarıyla Çizilmiş 21 Komik Ötesi Kedi Duruşu,1
“Başımıza İcat Çıkartma” Dedirtecek 17 Saçma İcat,1
Evlat Edinilen Kavunun Sosyal Medyada Paylaşılan Komik Hikayesi,1
Japonlar’ın Çok Yanlış Anladığı 10 Şey,1
Yaşlı Kadın Aşırı Hızdan Durduruldu – Cevabı Polisi Böyle Şaşırttı,1
Adana’da Sıradan Bir Gün! Su Kanalında At Arabasıyla Gezintiye Çıktılar,1
Postacının Evinde 400 Kilo Posta Bulundu,1
91 Yaşındaki Adama Sataştılar Ama Yaşlı Adam Tek Kelime Etmeden İntikamını Aldı,1
İstanbul’a Gelip Metrobüse Binen Norveç Vatandaşının Ülkesine Döndüğünde Yaptığı Çarpıcı Açıklama,1
Kariyer Seçimini Yanlış Yaptığını Düşünen Komik Ötesi 15 Cansız Manken,1
Cuma Hutbesine Reklam Alan İmam İzleyenleri Güldürdü,1
Aldanma Çocuksu Masum Yüzüne Diyeceğiniz 9 Hileli Selfie,1
Kıvrak Bir Zekanın Ürünü Birbirinden Komik 15 Masaüstü Duvar Kağıdı,1
İngilizce Bilenleri Kalbinden Yaralayacak 12 Kelime Esprisi,1
Ünlülerin Instagram Fotoğraflarını Trollemeye Devam Ediyor,1
İş Yemeğinde Derviş Dervişe Sırayla Biner’in İngilizcesini Bulamayan Tercümanın Komik Hikayesi,1
Bizim Çocuğun Evlenmeye Niyeti Yok Diye Komşuya Taktıkları Altını Geri İstediler,1
Sadece Uzun Boylu İnsanların Anlayacağı Hayatı Zindan Eden 14 Sorun,1
Photoshop’un Troll Ustası James Fridman Yine İş Başında,1
Hintli Mühendis Just Sul’dan Gülmekten Kırıp Geçiren Cosplay Çalışmaları,1
Kore’deki Kış Olimpiyatları’nda Kameralara Takılan En Komik Suratlar,1
Çatal Görünce Dayanamayıp Fotoğraf Çektiren Adamdan 10 Çatal,1
Hayatı Akışına Bırakmış 13 Rahat İnsan,1
Pazartesi Gününü Özetleyen 25 Komik Fotoğraf,1
Ölmeden önce kocasına öyle bir şaka yaptı ki…,1
Troll Bulutun Kötülük Barındıran 11 Komik Çizimi,1
İstenileni Çok Yanlış Anlayan 8 Sorumsuz Pastacının Güldüren Eserleri,1
Ucuz Ürünlerle Ünlülerin Kıyafetlerini Taklit Eden Troll Eleman,1
Akıllı Kadın Kendisini Sekreteriyle Aldatan Eşinden Böyle İntikam Aldı,1
Dövüş Kulübü Temalı Bir Pasta İstiyordu Ama Bakın Ne Geldi?,1
Sevdiğiniz Çizgi Filmlerin İçine Gizlenmiş Cinsellik İçeren 12  Sübliminal Mesaj,1
Pazar Keyfiniz Geldi: İşte Yeni Yılın En İyi Tweetleri,1
Rus Flört Sitelerinde Seksi Poz Vermek İsteyenlerin Düştüğü 21 Ürkütücü Durum,1
Efsanelerde Bugün 31’in Rakam  Olmadığını Acı Bir Tecrübe ile Öğrenen Kız,1
Dünyanın Türkiye’ye Bir Açıklama Borçlu Olduğu 20 Fotoğraf,1
Bahis Sitesine Kimlik Nosunu Veren Sevgilisinden Şikayetçiydi Ama Troller Onu Suçlu Buldu :),1
SEN NASIL BİR KRALİÇESİN! Eski Sevgilisinin Steam Hesabını Çalan Kız,1
Bulunduğu Muhittekileri Çok da Mutlu Etmeyen 10 Garip Eser,1
Evde İnsan Gibi Giydirilmiş Reçel Bulanları Haline Şükrettirecek 15 Ecnebi Aile Evi,1
Erkekler Neden Daha Az Yaşıyor?,1
Sigorta Şirketi Arabanın Önden Yandan Arkadan Fotoğrafını İstedi Ama Kız…,1
Algılarınızla Oynayacak 10 Fesat Fotoğraf,1
