Text,Sentiment
Avustralya’daki Yangın Bölgesine Yiyecek Atan Güzel İnsanlar,1
Kurtarılmak İsteyen Kadın Sesi İhbarı Alan Polisler Bakın Kimle Karşılaştı,1
Kargaların Gangster Gibi Takıldığını Kanıtlayan 12 Kare,1
"Bu Ördek 5 Yaşındaki Kızı Annesi Sanıyor, Kız Da Onu Oğlu Gibi Büyütüyor",1
Ben Bir Haltlar Karıştırdım Ama İnan Bana Kazaydı Diyen 15 Hayvan,1
Evden çıktığınızda köpeğinizin aklından geçen düşünceler yürek burkan cinsten…,1
Bunalıma Girip Yemek Yemeyen Keçinin Duygusal Hikayesi,1
Avustralya’daki Yangınlarda 480 Milyon Hayvan Öldü ve Devam Ediyor,1
Kendi Yılbaşı Hediyesini Seçen Barınaktaki Köpeklerin İçinizi Isıtacak Mutluluk Anları,1
Suratından Belli! Noel Kutlamasına Götürülmeyen Kaplumbağa Evi Yaktı,1
Pigment Eksikliği İle Doğan Gorilin Fotoğrafları Size Tanıdık Gelebilir!,1
Tıraştan Önceki ve Sonraki Halleriyle Yüzünüzü Güldürecek 8 Köpek,1
Hırsızlık Yaparken Yakalanmış 13 Utanmaz Hayvan,1
Görünce Keşke Melez Olsalarmış Diyeceğiniz 12 İlginç Hayvan Fotoğrafı,1
Leoparın Gizlendiği Bu Fotoğraf Sosyal Medyada Olay Oldu,1
‘Dünyanın En Mutlu Kirpisi’ Instagram Fenomeni Oldu,1
Pin Up Kızlarına Rakip Olacak Kalitede Poz Veren 15 Kedi,1
Kedilerin Her Yerde ve Her Koşulda Uyuyabildiğinin 15 Kanıtı,1
İnsanların Yaşam Alanlarına Saygısı Olmayan 10 Kedi,1
Bebek Bukalemunların Şirinlik Ötesi 10 Fotoğrafı,1
Patilerini Kaybeden Kedi Yapay Patilerle Hayata Döndü,1
Ölen Kardeşinin Baskılı Olduğu Yastıkla Tekrar Rahat Bir Uyku Çekebilen Köpek Spencer,1
Yavrularıyla İlgilenirken Objektiflere Yakalanmış Dünya Tatlısı 15 Kuş,1
Şampuanla Yıkanıp Saç Kurutma Makinesiyle Kurulanınca Yumuş Yumuş Olan İnekler,1
Kediler İsimlerini Anlıyor Ama Bizi Şımartmamak İçin Kayıtsız Kalıyor,1
"Tavuklara Mozart Dinletti, Yumurta Sayısı %20 Artış Gösterdi",1
Kediye Psikopat Dedik Ama Sebebi Varmış,1
"50 Yıl Önce Yaşayan Koç, Şimdi Baba Oldu",1
Dünyanın En Pahalı Güvercini Armando ile Tanışın: 1 Milyon 252 Bin Euro,1
Mart Ayının Tadını Sevgilileriyle Çıkaran 12 Kedi,1
Banyoya Girdikten Sonra Havasını Kaybedip Komikleşen 15 Köpek,1
Penguenlerin Dünya Tatlısı Olduğunun Kanıtı 21 Fotoğraf,1
İki Farklı Hayvan Arasındaki Yasak Aşkın Meyvesi 14 Melez Hayvan,1
Japonya’daki Tren Hattı Üzerinde Kaplumbağaları Düşünen Yol,1
Iraklı Kaçak Bülbül Sınır Dışı Edildi,1
Dünyanın En Yumuşak Tüyüne Sahip Tam Sarılmalık 15 Kedi,1
8 Harika Karikatürle Köpek Edinmeden Önceki Ve Sonraki Hayatınız,1
Dünyanın En Şirin Fotoğrafı Oscar’ı Verilse Zirveye Oynayacak 18 Harika Fotoğraf,1
Banyoya Girince O Eski Halimden Eser Yok Şimdi Diyen 15 Hayvan,1
Girdikleri Şekillerle Sizi Güldürecek Dünyanın En Şapşik 15 Hayvanı,1
Her Kedi Sahibinin Anlayacağı 14 Komik Çizim,1
Kedisi Olanlar İçin Tasarlanmış 25 Harika Eşya,1
Yaşam Alanına Gram Saygısı Olmayan 15 Köpek,1
Kedi Mantığının Bizden Farklı İşlediğinin 17 Kanıtı,1
"Şişman kedi, verdiği kilolarla sosyal medyada ilgi odağı oldu",1
Narkotik Köpeği ÇITIR Hepimizden İyi Poz Veriyor,1
RIO Filmindeki Kuş da Dahil Birçok Kuş Türünün Soyu Tükendi,1
Ecstacy verilen ahtapotlar birbirlerine sarılmaya çalıştı,1
KYK Yurdunda Şikayet Edilen Fare Aşırı Tatlış Çıktı,1
Çifte Göz Rengine Sahip 12 Büyüleyici Hayvan,1
Kedi Sevenlere Muazzam İş Fırsatı: 55 Kedi ile Ege Adasında Keyifli Bir Kariyer,1
Ukraynalı Fotoğrafçı Sergey Polyushko’dan Nefes Kesen Hayvan Portreleri,1
Kamuflaj Ustası Kedileri Bulabilecek Misiniz?,1
Hindistan’da Gökkuşağı Renkli Sincap Olduğunu Biliyor Muydunuz?,1
Ameliyat Olan Annesinden Ayrılmayı Reddeden Sevimli Koala,1
Sosyal Medyanın Son Fenomeni İnsan Yüzlü Kedi Valkyrie’nin Şaşırtıcı Fotoğrafları,1
Ünlülere İkizi Kadar Benzeyen 20 Hayvan,1
Doğaüstü Yeteneklere Sahip 13 Muhteşem Hayvan,1
Engelli Hayvanları Çeken Fotoğrafçıdan Canda Kusur Olmaz Dedirten 14 Kare,1
"Kendi Canını Kurtarmak İçin, Kızı Altına Alan Köpeğin Fotoğrafları Viral Oldu",1
Vahşi Hayvanlar Hayvanat Bahçesinden Kaçtı,1
Genç Kadın Kapısına Her Gün Çiçek Bırakan Gizli Aşığını Buldu (video),1
Sesi Duyduklarında Neden Hep Birden Ulumaya Başlıyorlar?,1
Evcil Köpek Diye Aldılar 2 Yıl Sonra Ayı Olduğu Ortaya Çıktı,1
Sıfır Çaba Gerektiren Pozlarıyla Çizilmiş 21 Komik Ötesi Kedi Duruşu,1
Doğasever Kedi ile Köpeğin Alışılmadık Yol Arkadaşlığı,1
Sosyal Medyanın Yeni Maskotu: Mickey Mouse Kulaklı Köpek,1
Japon Kedilerinin De Bir Acayip Olduğunu Kanıtlayan 20 Minnoşito Fotoğraf,1
Bu Balığı Aldığında Kuyruğu Yoktu Ama Sonrasında Bir Mucize Oldu,1
Bu Köpeğin Suratı İnsana Benziyor,1
Doğa Fotoğrafçılığının Dünyanın En İyi İşi Olduğunun 22 Kanıtı,1
Kediler Neden Mart Ayında Çiftleşir?,1
Sevgisini Eşini Öperek Gösteren Şirinlik Timsali 16 Romantik Hayvan,1
Kötü Halde Bulunan 15 Kedinin Mutlu Eden Değişimleri,1
Patronunuz Kedi Olsaydı Kesinlikle Karşılaşacağınız 13 İlginç Durum,1
Sahibiyle Hem Gezen Hem de Fotomodellik Yapan Bull Terrier,1
Kedi Cenneti Gibi Tasarım,1
Teknolojinin Kedilerin Bile Hayatını Etkilediğinin 15 Kanıtı,1
Erkeği olmadan üreyen mutant kerevit dünyayı istila ediyor,1
Dikkat Köpek Var Yazısına Kanmamanız Gerektiğini Gösteren 12 Şapşik,1
Katil balinalar insan sesini taklit edebiliyor,1
Köpeklerin Kopyala Yapıştır Yöntemiyle Çoğaldığının 13 Sevimli Kanıtı,1
Kedi Üstüne Eşya Dizme Sanatından Komik Örnekler,1
Köpekleri Kadınlar Erkeklerden Daha İyi Anlıyor,1
"Özgürlüğü Seven İnek, Çiftlikten Kaçıp Bizonlara Katıldı",1
Dalgıcı Köpekbalığı Saldırısından Koruyan Kahraman Balina,1
Bir Çocuğun Niçin Köpekle Birlikte Büyümesi Gerektiğini Gösteren 23 Fotoğraf,1
İyi Haber! Yeni Yasayla Hayvan Öldürene Hapis Cezası,1
Senden Benden İyi Yaşayan 16 Zengin Kedi,1
İskoçya’nın Muhteşem Kış Geyikleri,1
Dili Beş Karış Dışarıda Olan Marnie İle Tanışın,1
"Hayat Ona Güzel: Yiyor, İçiyor ve Uyuyor",1
Adam Gibi Fotoğraf Çekmedikleri İçin Trip Yapan Husky Reis,1
2017 Yılının En Komik Hayvan Fotoğrafları Ödülünü Kazanan 14 Komik Kare,1
Marketteki Adam Fıstık Verince Bir Saat Sonra Tüm Ailesiyle Geri Gelen Geyik,1
Albüm Kapaklarını Kedili Yapan Hesaptan Birbirinden Tontik 16 Çalışma,1
Zürafalar Nasıl Uyur?,1
Kurtarılan Yarasanın Muz Yeme Videosu Bugün Gördüğünüz En Güzel Şey Olabilir,1
Sahiplenilen Kedi ve Köpeğin Beraber Çıktığı Dünya Turundan Tatliş Ötesi Fotoğraflar,1
Yılbaşı Ağacını Kediler ve Köpeklerden Korumak İçin Alınan Dahiyane Önlemler,1
Kafeste Olmadığı Zaman Dünya Tatlısına Dönüşen Hamsterların Harika Fotoğrafları,1
Japon Firması Verimliliği Artırmak İçin Ofisi Kedilerle Doldurdu,1
Kedilerle Geçen Bir Yaşamın Öyküsünü İllüstrasyonlarına Yansıtan Çizer,1
Kadınlar ve Sahiplendikleri Kedilerini Fotoğraflayan Brianne Wills’in Kalp Isıtan Kareleri,1
Hamileliğin Her Canlı için Ne Kadar Büyüleyici Olduğunu Kanıtlayan Fotoğraflar,1
Kedilerin Uykusu Geldiğinde Sınır Tanımadığının 15 Kanıtı,1
Komik Anlatımlarla Hangi Hayvan Nereden Sevilirse Hoşuna Gider?,1
IKEA’dan Kedi ve Köpeklere Özel Hepsini İsteyeceğiniz Koleksiyon,1
Yaramazlığın Kitabını Yazıp Defalarca Baskıya Gönderen Haylaz Hayvanlar,1
Mutluluğu Her Halinden Belli Diyemeyeceğimiz Bol Yavrulu 10 Anne Fotoğrafı,1
Arılarla Girdiği Savaşın Sonucunu Tek Seferde Fark Edeceğiniz 10 Kedi,1
İnternetin En Üzgün Kedisi İle Tanışın,1
Farklı Olmanın Güzelliğini Yansıtan 10 Albino Hayvan,1
Siz Yalnızlığa Demir Atmışken Aşk Denizinde Yüzen 15 Romantik Hayvan,1
"Köpekler ve Maymunlar, İnsanları Yardımsever Davranışlarına Göre Yargılıyor",1
Hep Gülmesi Gerektiğini Düşündüğünüz İnsanlarla Paylaşmalık Mutluluk Garantili 18 Fotoğraf,1
Yanlışlıkla Üstüne Bastığı Salyangozu Tedavi Ettiren Koca Yürekli Kadın,1
Kedilerin Dünyanın En İlginç Bakışlarına Sahip Olduğunu Kanıtlayan Fotoğraflar,1
Ulaştıkları Devasa Boyutlarla Çevreye Korku Salan 20 Gelişkin Hayvan,1
Kızılırmak’taki piranaların türü belirlendi: ‘Testis yiyen balık’ Pacu,1
Keşke Eve Tilki Alabilsem Dedirtecek Güzellikte 15 Tilki Fotoğrafı,1
Görüp görebileceğiniz en ilginç 15 kedi,1
Gerçek Olduğuna İnanamayacağınız 13 Sıradışı Hayvan,1
Mezuniyet Gecesine Eşlik Edecek Birini Bulamayınca Kedisiyle Gitti,1
Hayvanlar Hakkında Doğru Olduğunu Düşündüğümüz 8 Söylenti,1
Vahşi Doğanın Ne Denli Tehlikeli Bir Yer Olduğunu Kanıtlayan 21 Av Fotoğrafı,1
Ön Patileri Olmayan Bu Kedinin Hayat Enerjisi Sizi Kendine Aşık Edecek,1
Ahtapotun 120 Kiloluk Dev Fokla Yaşam Mücadelesi,1
Türkiye’nin Turistik Yerlerini Bizden Çok Gezen 6 Kedi,1
Size En İyi Gelecek Şeyi Bulduk: Lego Kediler!,1
Dünyanın En Büyük Yılanı 59.5 metre,1
Tedavi Ettikleri Oklu Kirpiyi Doğaya Saldılar – Kirpi Eve Büyük Bir Sürprizle Döndü,1
Eve Giren Ayı Piyano Çaldı,1
Kötü Poz Verme Konusunda Master Yapmış 20 Hayvan,1
Muhteşem Haber! ‘Pet Shop’ta Kedi ve Köpek Satışına Yasak Geliyor!,1
‘Dünyanın en üzgün köpeği’ 5 gün içinde sahiplendirilmezse uyutulacak,1
"Sakaryalı Vatandaş ‘Hoşt’ Diyerek Ayıyı Kovalamak İstedi, Olmayınca Ormana Kaçtı",1
Hayvanlar Hakkında Doğru Olduğuna İnanamayacağınız 12 Bilgi,1
Porno Aktrisi Köpekbalığı Saldırısına Uğradı,1
Son erkek kuzey beyaz gergedan Tinder’da eş arıyor: Baskı altında iyi performans gösteriyorum,1
Gününüzü Güzelleştirme Garantili Birbirinden Tatlı Bebek Fil Fotoğrafları,1
Hareket Eden Bir Poşet Gören Kadın Önce Korktu Sonra Bulduğu Şeye Kahroldu,1
Toprakta Susuz Yaşayabilen Balık,1
Korkunca Pokemona Dönen Hayvan,1
Hipnotize Edici Gözlere Sahip Kedicik “Pam Pam” ile Tanışın,1
Sahiplerinin Eve Bu Kadar Erken Geleceğini Tahmin Etmeyen 15 Yaramaz Hayvan,1
Dünyanın en şapşik ifadelerine sahip kedisiyle tanışın,1
İkiden Fazla Köpekle Yaşayan İnsanların Paylaştığı Birbirinden Eğlenceli 15 Fotoğraf,1
Kedi Sevmeyenleri Bile Kendine Aşık Edecek Kedi,1
Sevgi ve İlgiyle Bir Minnoşa Dönüşen Sokak Kedisinin Hikayesi,1
Gecenin Rengine Bürünen 17 Eşsiz Melanizmli Hayvan,1
Sahibini Çaktırmadan Stalklamaya Çalışan Köpeğin 14 Çıldırtan Fotoğrafı,1
Kuzuştan Bile Tatlı Görüntüsüyle Yüzünüzü Güldürecek 15 Alpaka,1
"Ahtapot Inky Kapatıldığı Akvaryumdan Kaçtı, Mazgallara Kadar Süründü: Şimdi Okyanusta ve Özgür!",1
Görmeye Pek Aşina Olmadığınız 20 Hayvan Yavrusu,1
3D Yazıcılar Yardımıyla Üretilen Protezler Sayesinde Hayata Tutunan 13 Sevimli Dostumuz,1
Günümüz Hayvanlarının Milyonlarca Yıl Önce Yaşamış Dev Ataları,1
Hindistan Cevizi Ağacına Sıkışan Husky’e Yapılan 15 Photoshop Çalışması,1
Sanki Müzik Grubu Kurmuşlar Gibi Albüm Kapağı Pozu Veren Komik Hayvanlar,1
Hayvan Barınağı Onu Kurtardığında Kedinin Doğuştan Bir Lütfa Sahip Olduğundan Habersizdi,1
Her Yıl Binlerce Hayvanın Hayatını Kurtaran 10 Harika Köprü ve Tünel,1
Sizden Daha İyi Bir Doğum Günü Yaptığı Kesin Olan 20 Hayvan,1
Sualtı Fotoğrafları Yarışmasını Kazanan Nefes Kesici 26 Fotoğraf,1
Kuş Yanı Olsun Lütfen! Suudi Prens 80 Doğan İçin Uçak Bileti Aldı,1
Dalgıçların Okyanusun Derinliklerinde Hapsedilmiş Şekilde Buldukları Hayvanın Hikayesi,1
Hayvanlar ile İnsanların Dünyayı Ne Derece Farklı Gördükleri Belgeleyen 8 Karşılaştırmalı Görsel,1
"Çanakkale Belediyesi, Kedi Köyü Kuruyor",1
Sahiplendirildikten Sonra Tecavüze Uğrayan İpek İsimli Köpeğin İçinizi Acıtacak Hikayesi,1
Ölen Arkadaşının Geri Döneceği Umuduyla Her Gün Mezarını Ziyaret Eden Köpek,1
Kediler De Köpekler Kadar Zeki,1
Kediler İçin Tasarlanmış Birbirinden Kreatif 7 Süper Oyuncak,1
Onları Hiç Böyle Gördünüz Mü? Kameralara Poz Veren Fotojenik Sincaplar,1
Kedinizin Sizinle Konuşmaya Çalıştığını Biliyor Muydunuz?,1
Hayvanlar Hakkında Yanlış Bilinen 12 Yaygın Mit,1
En Taş Kalplimizin Bile Yüreğini Isıtacak Birbirinden Sevimli 13 Hayvan Yavrusu,1
Yüzünüzü Güldürecek Birbirinden Eğlenceli 20 Hayvan Selfiesi,1
Gerçekliğine İnanmakta Zorlanacağınız 17 Transparan Hayvan,1
ABD Başkanlarının Besledikleri En İlginç Resmi Hayvanlar,1
Köpekbalığı Dostu ile Sarılmalara Doyamayan Dalgıcın 7 Yıllık Serüveni,1
Çin’de ‘Star Wars şebeği’ Keşfedildi,1
Sahiplendirildikten Sonra Mutluluğu Gözlerinden Okunan 15 Hayvan,1
Hala Umut Olduğunun Kanıtı Olan Otobüs Şoförü,1
Ne Kadar Devasa Olduklarının Farkında Olmayan 15 Muhteşem Köpek,1
İyi Çocuk Dedikten Sonra Kediler ve Köpeklerdeki Süper Değişim,1
Birlikte Büyüyen Hayvanların Yüreğinizi Isıtacak 30 Fotoğrafı,1
Türkiye’de Kedilerin Hüküm Sürdüğü Kasaba: Kedi Kasabası,1
Anonymouse İsveç Çapında Fareler için Küçük Mağazalar Açıyor,1
Lanet Olsun Böyle İşe Diyeceğiniz 300 Yıllık Balina Öldürme Geleneği,1
Ayıların Sirk Eğitimi İçin Çektiği Eziyetleri Gösteren Utanılası Video,1
Hayalimizdeki İşi Yapan Petstylist Mehmet Güneş İle Tanışın,1
Ünlü Tablolarda Resmedilenler Kediler Olsaydı Nasıl Olurdu?,1
Yeni Fenomen: Donald Trump Kuşu,1
Çiçek Koklayan Bu 15 Hayvan Bugün Gördüğünüz En Güzel Şey Olabilir,1
Ne Kadar Büyüdüğünün Farkında Olmayan 15 Kedi,1
Kedilere Kendi Tüylerinden Şapka Yapılsa Nasıl Olurdu?,1
Sevgilisinin Onu Aldattığını Gören Kedinin Dram Dolu Aşk Hikayesi,1
Kimsenin İstemediği Dünyanın En Mutsuz Kedisinin Sahiplendirildikten Sonraki İnanılmaz Değişimi,1
Hapsedildikten Sonra Depresyona Giren Dünyanın En Mutsuz Kutup Ayısı ile Tanışın,1
ODTÜ Öğrenci Temsilciliğine Aday Kedi: Pakize,1
Köpek Türlerinin Son 100 Yıldaki Değişimi,1
Fenomen Kadıköy Kedisi Tombilinin Heykeli Çalındı,1
2016 National Geographic Doğa Fotoğrafları Yarışması’nda Finale Kalan 20 Fotoğraf,1
Kendini İnsan Sanan 11 Komik Hayvan,1
Sınıftan Atılan Köpeğe Karadeniz Teknik Üniversitesi Kimliği Çıkarıldı,1
Köpeğin Balıkla Öpüşmesine Yapılan Birbirinden Komik 10 Photoshop,1
Vefat Eden Sahibinin Ardından 1 Yıl Boyunca Mezarına Giden Kedi,1
Ödül Maması Yakalıycam Diye Ne Yapacağını Şaşırmış Dünya Tatlısı 21 Köpek,1
Açlıktan Ölmek Üzereyken Kurtarılan Köpeğin Kıskandıran Yeni Hayatı,1
Husky Cinsi Köpeklerin İnsanlara Benzediğinin 7 İspatı,1
Cara Delevingne ile Mahallenin Muhtarı Arasında Gidip Gelen Bakışlara Sahip Kedi,1
Patron Tarafından Çalışanları Gözetlemesi İçin Gönderilen Gizli Ajan Yakalandı,1
Midilli Sayısının İnsandan Çok Olduğu Keşke Orada Olsam Dedirten Ada,1
2016 Komik Vahşi Doğa Ödüllerinden Gününüzü Güzelleştirme Garantili 20 Fotoğraf,1
İyi Ki Gözleri İnsanlar Gibi Değil Diyeceğiniz 12 Hayvan,1
Dünyanın En İyi Giyinen Tavşanı  Puipui İle Tanışın,1
İçinizi Eritecek Saflıkta Birbirini Öpen 25 Hayvan,1
Bu Sanat Galerisi Köpeklere Özel ve Onların Gelişimine Katkı Sağlıyor,1
Köpeği İçin Oldukça Parlak Fikirler Üretmiş 10 Köpek Sahibi,1
Yakışıklılıkta Sınır Tanımayan Bengal Kedisi Thor İle Tanışın,1
Bu İkiz Kediler İnternetteki Kedi Arkadaşlarını Geride Bırakacak Cinsten,1
Kediniz Kıymetini Bilmezse Sizin İçine Girip Yatmak İsteyeceğiniz Güzellikte Kedi Yatakları,1
Tatlı Kirpilerin Mükemmel Sevimlilikteki Fotoğrafları Kirpi Beslemenize Vesile Bile Olabilecek Seviyede!,1
Tüm Dünyada Oturuşuyla Ünlenen Türk Kedisi Vefat Etti,1
Selam Vermek İçin Oldukça Garip Yerleri Seçmiş 10 Köpek,1
Kedinin Neden Ayakta Durduğunu Bulmaya Çalışan 14 Komik Photoshop,1
Kurtardıkları 7 Farklı Hayvan İle Çok Şirin Bir Hayat Süren Ailenin Kıskandıracak Yaşamı,1
Teslim Olur Gibi Sürekli Ayakta Duran Kediyle Tanışın,1
Her Gün Tren Garında Oturan Bu Kedinin Ne İş Yaptığını Duyunca Şaşıracaksınız,1
Donmaktan Kurtarılan Dünya Tatlısı Yarasalar,1
Rugby Maçını Bölen Kedinin Fotoğrafına Yapılmış 15 Komik Fotoşop,1
Hayvanların da Bebekken Daha Şirin Olduğunu Kanıtlayan 10 Yavru,1
Kurtlarla Yaşayan Ailenin İnanılmaz Fotoğrafları Kıskandıracak Cinsten!,1
Instagram’ın Yeni Trendi Evcil Hayvanlarla Kamp Akımından 15 Kıskanılası Fotoğraf,1
Anne Kedinin Yavruları ile Tanıştırdığı Eski Arkadaşını Görünce Şaşıracaksınız!,1
Bu Adam Hayvan Kurtarmaktan Kendisini Alıkoyamıyor!,1
Tüysüz Guinea’yı Tanıyor musunuz? Kendisi Poz Vermekte Oldukça Başarılı,1
Ev Kedileri Tarafından İstenmeyen Sevimli Yavrunun Evin Köpeği İle Dostluğu,1
Farklı Türden Olsalar Da Aynı Rengi Paylaşan 15 İkiz Hayvan,1
Afrika Antilobu Aç Bir Aslanı Annesi Sandı ve Bakın Ne Oldu?,1
Birbirini Delicesine Seven Ve Hiç Ayrılmayan İki Kör Kedinin Yüreğinizi Isıtacak Hikayesi,1
Pokémon Go Oyunu Sayesinde Onlarca Terk Edilmiş Hayvan Kurtarıldı!,1
Meyve Kaskıyla Dünyanın En Minnoş Canlısına Dönüşmüş 26 Kedi,1
"Gözleri Görmeyen Bu 3 Kediyi Kimse Sahiplenmek İstemedi, Şimdi İse Herkes Hayran",1
Kendisini Kurtaran Adamı Görmek İçin Her Yıl 8.000 KM Yüzen Penguen,1
Barınaktan Sahipleneceği Kediyi Seçen Köpekle Minnoşun Mutlu Eden Fotoğrafları,1
Kedilerin Aslında Çiçek Olduğunun 12 Kanıtı,1
Sokaktan Sahiplenilen Şanslı Köpeğin Kıskandıracak Dünya Turu,1
Yaban Tilkisi ve Tazının Buzları Eritecek Saf ve Gerçek Arkadaşlığı,1
Sahiplenildikten Sonra İnsanlarla Yaşadığı Her Saniyeden Nefret Eden Kedi,1
Köpeklerin Acı Çekmesine Dayanamayan Adam 450 Köpeğin Hayatını Kurtardı!,1
Bu Sevimli Köpek Ve 33 Arkadaşı Yulin Köpek Eti Festivalinden Kurtarıldı!,1
İnsafsızca Barınağın Önüne Yavruları İle Terk Edilen Pitbull’un Mutlu Sonu,1
Yol Kenarına Terk edilmiş Minik Kuzunun Kalbinizi Isıtacak Hikayesi,1
Mezbahadan Kurtarılan Köpeğin Yeni Küçük Sahibi ile Değişimi Getiren Hikayesi,1
Barınaktaki Bu Köpeğin Sahiplendirildiği Andaki Mutluluğunu Gördükten Sonra Satın Almak Yerine Sahipleneceksiniz,1
"Instagram’da Fenomen Olmuş, Muhtemelen Hepimizden Şık Giyinen 14 Köpek",1
Facebook’taki Kedi Pusheen’in Pozlarını Gerçek Hayatta Yapan Kedi,1
Sosis Köpeğin İçinizi Eritecek Annelik Fotoğrafları,1
Yaraladığı Kurbağayı Veterinere Götürmek İçin 1000 Km Yol Giden Güzel İnsan,1
"Bir İnsan Tarafından Kamyona Fırlatıldı, Engelli Kaldı Ama Yavruları İçin Çabalamayı Bırakmadı",1
Laptopun Şifresini 3 Kez Yanlış Girince Yakayı Ele Verdi,1
